neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,days_since_last_review
0,0,1,0,0,1,0,0,180,7,24,0.26,2,125,332
0,1,0,0,0,1,0,0,300,7,0,0.72,2,354,277
0,0,1,0,0,1,0,0,175,3,10,0.23,1,0,78
0,1,0,0,0,0,1,0,65,4,36,0.47,2,80,238
0,1,0,0,0,1,0,0,100,3,21,0.23,3,43,14
0,1,0,0,0,1,0,0,300,2,40,0.68,1,0,15
0,1,0,0,0,1,0,0,175,3,35,0.4,1,289,11
0,0,1,0,0,1,0,0,179,8,15,0.19,1,0,313
0,1,0,0,0,1,0,0,250,4,46,0.52,1,121,15
0,0,1,0,0,1,0,0,209,7,14,0.16,1,205,13
0,1,0,0,0,1,0,0,120,5,37,0.45,1,310,449
0,0,1,0,0,1,0,0,199,3,4,0.07,1,200,299
0,1,0,0,0,1,0,0,100,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,110,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,157,4,54,0.66,2,12,27
0,1,0,0,0,1,0,0,105,3,11,0.16,1,0,15
0,0,1,0,0,1,0,0,300,3,36,0.47,1,29,68
0,1,0,0,0,0,1,0,44,5,2,0.09,1,0,655
0,1,0,0,0,0,1,0,55,5,18,0.2,3,0,271
0,1,0,0,0,0,1,0,35,3,1,0.07,1,0,421
0,1,0,0,0,0,1,0,70,1,2,0.05,1,363,552
0,1,0,0,0,0,1,0,75,3,0,0.72,1,358,277
0,0,1,0,0,0,1,0,190,3,0,0.72,2,0,277
0,1,0,0,0,1,0,0,130,4,9,0.1,1,188,462
0,0,1,0,0,0,1,0,140,2,44,0.49,1,260,12
0,0,1,0,0,1,0,0,90,3,51,0.57,1,311,65
0,0,1,0,0,1,0,0,295,1,0,0.72,1,146,277
0,0,1,0,0,1,0,0,150,2,11,0.13,1,2,29
0,1,0,0,0,0,1,0,135,3,16,0.18,1,0,310
0,0,0,0,1,0,1,0,59,1,50,0.56,1,352,35
0,0,1,0,0,0,1,0,75,3,33,0.39,3,301,28
0,0,1,0,0,0,1,0,75,3,30,0.35,3,322,188
0,1,0,0,0,0,1,0,75,3,13,0.15,1,298,158
0,1,0,0,0,1,0,0,135,2,39,0.47,2,293,29
0,0,1,0,0,0,1,0,110,3,47,0.57,1,248,8
0,1,0,0,0,1,0,0,120,2,42,0.48,1,238,18
0,0,1,0,0,1,0,0,245,5,18,0.21,1,0,552
0,0,1,0,0,1,0,0,115,3,18,0.21,1,31,189
0,1,0,0,0,1,0,0,160,3,25,0.29,1,0,198
0,0,1,0,0,1,0,0,159,2,32,0.47,1,7,15
0,0,1,0,0,1,0,0,106,3,12,0.14,1,271,8
0,0,1,0,0,1,0,0,299,10,19,0.27,1,101,27
0,1,0,0,0,1,0,0,165,3,12,0.13,1,343,1
0,0,1,0,0,0,1,0,87,7,46,0.62,2,310,44
0,1,0,0,0,0,1,0,79,4,42,0.47,2,52,14
0,0,1,0,0,0,1,0,80,1,15,0.21,1,329,14
0,0,1,0,0,1,0,0,121,1,16,0.19,2,351,22
0,0,1,0,0,0,1,0,89,1,56,0.64,1,365,357
0,1,0,0,0,0,1,0,160,5,0,0.72,1,0,277
0,1,0,0,0,1,0,0,125,5,6,0.08,1,31,246
0,1,0,0,0,0,1,0,77,5,11,0.13,3,365,15
0,0,1,0,0,1,0,0,199,6,41,0.47,1,36,31
0,1,0,0,0,0,1,0,92,7,34,0.39,1,332,92
0,0,1,0,0,1,0,0,110,7,27,0.31,1,192,129
0,1,0,0,0,0,1,0,65,4,30,0.34,1,139,86
0,1,0,0,0,0,1,0,80,2,30,0.74,1,0,191
0,1,0,0,0,0,1,0,120,5,3,0.09,1,242,75
0,0,1,0,0,1,0,0,200,7,13,0.15,1,327,21
0,1,0,0,0,1,0,0,125,4,23,0.67,2,262,69
0,0,1,0,0,0,1,0,160,3,10,0.12,3,359,257
0,0,1,0,0,0,1,0,180,3,14,0.16,3,348,95
0,0,1,0,0,0,1,0,100,1,20,0.28,1,0,32
1,0,0,0,0,1,0,0,120,2,47,1.22,1,318,5
0,0,0,0,1,0,1,0,110,2,6,0.19,1,363,188
0,0,1,0,0,0,1,0,99,3,4,0.41,1,335,126
0,0,1,0,0,1,0,0,225,4,27,0.31,1,169,44
0,1,0,0,0,0,1,0,90,2,2,0.02,2,89,273
0,0,1,0,0,1,0,0,135,5,38,0.44,1,253,53
0,1,0,0,0,1,0,0,250,3,17,0.46,1,5,3
0,0,1,0,0,1,0,0,300,4,19,0.22,1,84,48
0,0,1,0,0,0,1,0,125,1,0,0.72,1,365,277
0,0,1,0,0,1,0,0,147,2,16,0.18,1,0,187
0,0,1,0,0,1,0,0,145,5,0,0.72,1,0,277
0,1,0,0,0,1,0,0,95,5,9,0.1,1,0,308
0,0,1,0,0,1,0,0,275,2,16,0.24,1,167,60
0,0,1,0,0,1,0,0,160,1,36,0.57,1,365,285
0,1,0,0,0,1,0,0,87,6,39,0.47,2,258,117
0,0,1,0,0,0,1,0,125,3,28,0.33,1,364,13
0,0,1,0,0,1,0,0,200,7,4,0.22,1,0,65
0,1,0,0,0,1,0,0,190,4,8,0.09,1,0,552
0,0,1,0,0,1,0,0,275,3,50,0.87,2,277,8
0,1,0,0,0,1,0,0,125,4,41,0.47,1,10,49
0,1,0,0,0,1,0,0,70,4,40,0.46,1,273,21
0,0,1,0,0,1,0,0,265,4,33,0.39,1,0,225
0,0,1,0,0,0,1,0,145,5,2,0.09,1,365,643
0,1,0,0,0,1,0,0,200,3,16,0.19,1,291,286
0,0,1,0,0,0,1,0,58,1,17,0.31,2,289,72
0,0,1,0,0,1,0,0,125,9,10,0.11,1,0,320
1,0,0,0,0,0,1,0,49,1,23,0.27,1,333,468
0,0,1,0,0,1,0,0,90,4,22,0.27,1,239,28
0,0,0,1,0,0,1,0,75,5,30,0.37,3,180,45
0,0,0,1,0,0,1,0,69,7,55,0.64,3,318,281
0,1,0,0,0,0,1,0,55,7,28,0.32,2,333,57
0,1,0,0,0,0,1,0,110,2,0,0.72,1,0,277
0,1,0,0,0,1,0,0,260,2,7,0.09,1,0,380
0,0,1,0,0,1,0,0,225,4,13,0.15,1,195,70
0,0,1,0,0,0,1,0,75,3,36,1.76,1,47,15
0,1,0,0,0,1,0,0,229,3,12,0.15,1,319,41
0,0,1,0,0,1,0,0,150,2,23,0.27,1,0,188
0,0,1,0,0,1,0,0,129,2,47,0.55,1,177,30
0,0,1,0,0,1,0,0,100,8,8,0.11,1,0,102
0,0,1,0,0,0,1,0,89,5,4,0.06,1,0,471
0,1,0,0,0,1,0,0,68,2,35,0.54,3,0,553
0,0,1,0,0,1,0,0,311,3,31,0.41,1,28,27
0,1,0,0,0,0,1,0,110,4,12,0.16,1,330,73
0,0,1,0,0,1,0,0,117,7,0,0.72,1,0,277
0,0,1,0,0,1,0,0,155,6,17,0.2,1,0,270
0,0,1,0,0,0,1,0,80,4,48,0.56,1,96,183
0,1,0,0,0,1,0,0,300,2,24,0.39,1,23,138
0,1,0,0,0,1,0,0,92,2,58,0.67,1,0,42
0,1,0,0,0,0,1,0,50,2,33,0.39,1,20,8
0,0,1,0,0,0,1,0,80,3,47,0.66,2,0,121
0,1,0,0,0,0,1,0,200,5,0,0.72,1,342,277
0,1,0,0,0,1,0,0,220,3,27,0.45,1,68,52
0,0,1,0,0,1,0,0,165,5,22,0.26,1,316,58
0,1,0,0,0,0,1,0,75,7,0,0.72,1,0,277
0,1,0,0,0,1,0,0,249,3,12,0.27,1,26,7
1,0,0,0,0,0,1,0,35,7,2,0.17,1,90,350
0,0,1,0,0,1,0,0,300,7,0,0.72,1,0,277
0,0,0,0,1,0,1,0,68,2,11,0.24,1,88,259
0,0,1,0,0,1,0,0,198,3,9,0.1,1,0,135
0,1,0,0,0,1,0,0,175,2,15,0.29,1,64,35
0,0,1,0,0,1,0,0,130,4,22,0.28,1,77,43
0,1,0,0,0,1,0,0,209,3,56,0.65,1,160,4
0,0,1,0,0,1,0,0,104,3,57,0.7,1,6,8
0,0,1,0,0,1,0,0,175,4,13,0.17,1,0,234
0,1,0,0,0,0,1,0,68,2,37,0.49,1,23,15
0,0,1,0,0,1,0,0,150,7,19,0.32,1,24,108
0,1,0,0,0,1,0,0,96,3,1,0.07,1,0,408
0,1,0,0,0,1,0,0,150,10,10,0.17,2,185,43
0,1,0,0,0,1,0,0,90,10,33,0.39,1,269,47
0,0,1,0,0,0,1,0,82,3,10,0.13,2,251,54
0,0,0,1,0,1,0,0,69,5,5,0.1,1,4,52
0,0,1,0,0,1,0,0,135,6,42,0.49,1,170,42
0,1,0,0,0,1,0,0,200,7,20,0.24,1,365,15
0,0,1,0,0,0,1,0,50,2,16,0.62,1,60,369
0,1,0,0,0,0,1,0,60,2,0,0.72,1,0,277
0,0,1,0,0,1,0,0,100,2,24,0.29,1,0,301
0,0,1,0,0,1,0,0,265,3,26,0.32,1,341,23
0,0,1,0,0,1,0,0,175,2,0,0.72,1,0,277
0,1,0,0,0,0,1,0,36,10,5,0.07,2,44,69
0,1,0,0,0,1,0,0,275,5,2,0.1,1,357,263
0,1,0,0,0,1,0,0,80,7,23,0.27,1,20,33
0,1,0,0,0,1,0,0,175,3,18,0.35,2,0,273
0,1,0,0,0,0,1,0,90,7,43,0.52,1,38,9
0,0,1,0,0,1,0,0,102,3,36,0.5,1,21,6
0,1,0,0,0,0,1,0,59,10,19,0.27,1,0,18
0,0,1,0,0,1,0,0,170,1,47,0.58,2,17,71
0,0,1,0,0,1,0,0,217,2,43,0.51,1,0,297
0,0,1,0,0,0,1,0,58,6,18,0.21,1,0,169
0,1,0,0,0,1,0,0,189,4,33,0.44,2,1,92
0,0,1,0,0,1,0,0,195,3,22,1.61,2,59,15
0,0,1,0,0,1,0,0,110,10,16,0.2,1,0,335
0,1,0,0,0,0,1,0,69,4,19,0.24,3,43,49
0,1,0,0,0,1,0,0,90,3,0,0.72,1,157,277
0,1,0,0,0,1,0,0,135,3,28,0.4,1,211,37
0,1,0,0,0,0,1,0,199,1,0,0.72,1,365,277
0,0,1,0,0,1,0,0,160,4,16,0.2,1,0,146
0,0,1,0,0,1,0,0,210,3,25,0.3,1,347,28
0,0,1,0,0,1,0,0,300,1,45,0.62,1,111,30
0,0,1,0,0,1,0,0,220,3,33,0.51,2,174,16
0,0,1,0,0,1,0,0,120,10,25,0.3,1,129,37
0,1,0,0,0,0,1,0,152,2,23,0.27,1,365,273
0,1,0,0,0,1,0,0,250,2,57,0.67,1,25,6
0,1,0,0,0,1,0,0,104,11,22,0.26,1,0,59
0,0,1,0,0,0,1,0,125,2,42,0.5,1,172,38
0,1,0,0,0,1,0,0,80,4,42,0.49,1,245,41
0,1,0,0,0,1,0,0,130,2,11,0.13,1,0,63
0,1,0,0,0,0,1,0,80,7,10,0.48,1,365,48
0,0,1,0,0,0,1,0,75,2,51,0.61,1,77,8
0,1,0,0,0,0,1,0,150,2,28,0.59,1,72,337
0,1,0,0,0,0,1,0,75,5,1,0.13,1,0,237
0,0,1,0,0,1,0,0,200,7,34,0.41,1,217,8
0,0,1,0,0,0,1,0,75,5,46,0.6,1,343,64
0,1,0,0,0,1,0,0,175,10,8,0.17,1,0,318
0,0,1,0,0,1,0,0,331,7,0,0.72,1,189,277
0,1,0,0,0,0,1,0,77,3,5,0.08,1,0,260
0,0,0,1,0,0,1,0,100,3,28,0.38,1,188,99
0,1,0,0,0,1,0,0,120,4,14,0.16,1,0,49
0,0,1,0,0,1,0,0,179,4,12,0.25,1,11,406
0,1,0,0,0,1,0,0,149,2,20,0.24,1,4,190
0,1,0,0,0,1,0,0,128,5,38,0.45,1,20,63
0,0,0,1,0,0,1,0,55,3,0,0.72,2,365,277
0,1,0,0,0,0,1,0,65,3,31,0.5,1,22,332
0,0,1,0,0,1,0,0,249,3,35,0.42,1,38,42
0,0,0,1,0,1,0,0,99,3,48,0.58,2,301,15
0,1,0,0,0,1,0,0,115,3,54,0.65,1,3,19
0,0,0,1,0,0,1,0,45,3,0,0.72,2,365,277
0,0,1,0,0,1,0,0,80,2,54,0.74,2,193,7
0,1,0,0,0,1,0,0,250,3,25,0.3,2,188,594
0,1,0,0,0,1,0,0,115,3,0,0.72,1,0,277
0,1,0,0,0,1,0,0,200,4,11,0.13,1,0,71
0,0,1,0,0,0,1,0,90,2,28,0.34,1,358,298
0,1,0,0,0,0,1,0,85,2,0,0.72,1,0,277
0,0,1,0,0,1,0,0,136,2,15,0.18,2,6,72
0,1,0,0,0,1,0,0,125,4,40,0.57,1,29,188
0,0,1,0,0,1,0,0,165,7,57,0.68,1,32,63
0,1,0,0,0,1,0,0,180,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,148,4,57,0.69,1,0,45
0,1,0,0,0,0,1,0,85,2,14,0.19,1,0,253
0,0,1,0,0,1,0,0,225,4,51,0.62,1,172,67
0,0,1,0,0,1,0,0,165,5,4,0.05,1,87,365
0,0,0,1,0,0,1,0,52,3,1,0.08,1,0,399
0,0,1,0,0,1,0,0,200,6,1,0.16,1,128,184
0,0,0,0,1,0,1,0,71,2,23,0.33,2,352,274
0,0,1,0,0,0,1,0,79,3,9,0.11,1,329,8
0,0,1,0,0,1,0,0,250,4,43,0.52,1,347,36
0,1,0,0,0,0,1,0,73,6,6,0.07,2,310,56
0,1,0,0,0,1,0,0,150,3,18,0.26,1,68,93
0,1,0,0,0,1,0,0,195,1,39,0.47,1,270,71
0,1,0,0,0,1,0,0,200,3,56,0.96,1,365,48
0,0,1,0,0,1,0,0,149,4,12,0.14,1,203,35
0,0,1,0,0,1,0,0,285,7,10,3.53,1,0,2
0,1,0,0,0,0,1,0,72,1,48,0.59,1,312,130
0,1,0,0,0,1,0,0,200,3,15,0.18,1,0,364
0,0,1,0,0,0,1,0,110,1,37,0.45,1,365,36
0,0,0,1,0,0,1,0,69,1,30,0.4,1,0,16
0,0,1,0,0,1,0,0,99,3,46,0.56,1,31,550
0,0,1,0,0,1,0,0,220,2,18,0.24,1,0,219
0,0,1,0,0,1,0,0,200,3,17,0.21,1,5,379
0,1,0,0,0,0,1,0,70,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,141,2,46,0.57,1,346,24
0,0,1,0,0,0,1,0,88,2,2,0.05,1,348,4
0,0,1,0,0,0,1,0,65,5,39,0.55,1,318,171
0,0,0,1,0,0,1,0,58,2,56,0.67,2,365,7
0,0,0,1,0,0,1,0,100,2,35,0.42,1,144,17
0,0,1,0,0,0,1,0,167,5,32,0.39,1,341,297
0,0,0,1,0,0,1,0,65,2,1,0.05,2,0,551
0,0,0,0,1,0,1,0,54,2,48,0.59,1,232,27
0,0,1,0,0,1,0,0,199,6,40,0.5,1,0,631
0,1,0,0,0,0,1,0,35,3,13,0.16,1,2,40
0,1,0,0,0,1,0,0,249,4,19,0.23,1,362,31
0,1,0,0,0,1,0,0,199,7,4,0.09,1,0,332
0,0,1,0,0,1,0,0,95,3,39,0.47,1,15,20
0,1,0,0,0,0,1,0,68,5,8,0.1,1,281,304
0,0,1,0,0,0,1,0,95,10,13,0.33,1,51,84
